indicator_id,indicator_name,domain_id,domain,agency_city_id,agency_name,dimension_category_id,dimension_category,dimension_id,dimension,industry,interval,period,unit,value
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),23,Race/Ethnicity,436,White non-Hispanic,N/A,Calendar Year,2011,dollar,1641.7887
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),23,Race/Ethnicity,436,White non-Hispanic,N/A,Calendar Year,2015,dollar,1783.4895
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),23,Race/Ethnicity,76,Asian/Pacific Islander,N/A,Calendar Year,2016,dollar,1201.4988
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),23,Race/Ethnicity,76,Asian/Pacific Islander,N/A,Calendar Year,2008,dollar,1036.1594
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),23,Race/Ethnicity,76,Asian/Pacific Islander,N/A,Calendar Year,2015,dollar,1138.6144
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),23,Race/Ethnicity,76,Asian/Pacific Islander,N/A,Calendar Year,2011,dollar,1014.1452
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),23,Race/Ethnicity,76,Asian/Pacific Islander,N/A,Calendar Year,2009,dollar,1044.5432
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),23,Race/Ethnicity,76,Asian/Pacific Islander,N/A,Calendar Year,2006,dollar,924.4391
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),23,Race/Ethnicity,76,Asian/Pacific Islander,N/A,Calendar Year,2014,dollar,1172.4853
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),23,Race/Ethnicity,76,Asian/Pacific Islander,N/A,Calendar Year,2018,dollar,1325.388
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),23,Race/Ethnicity,76,Asian/Pacific Islander,N/A,Calendar Year,2010,dollar,1016.1685
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),23,Race/Ethnicity,76,Asian/Pacific Islander,N/A,Calendar Year,2013,dollar,1161.7174
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),23,Race/Ethnicity,76,Asian/Pacific Islander,N/A,Calendar Year,2007,dollar,924.6988
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),23,Race/Ethnicity,76,Asian/Pacific Islander,N/A,Calendar Year,2017,dollar,1214.8818
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),23,Race/Ethnicity,76,Asian/Pacific Islander,N/A,Calendar Year,2005,dollar,927.6248
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),23,Race/Ethnicity,76,Asian/Pacific Islander,N/A,Calendar Year,2012,dollar,1045.2784
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,202,Black non-Hispanic Female,N/A,Calendar Year,2018,dollar,951.9431
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,202,Black non-Hispanic Female,N/A,Calendar Year,2012,dollar,797.9185
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,202,Black non-Hispanic Female,N/A,Calendar Year,2007,dollar,767.0645
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,202,Black non-Hispanic Female,N/A,Calendar Year,2010,dollar,813.3921
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,202,Black non-Hispanic Female,N/A,Calendar Year,2011,dollar,833.0193
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,202,Black non-Hispanic Female,N/A,Calendar Year,2005,dollar,749.72
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,202,Black non-Hispanic Female,N/A,Calendar Year,2013,dollar,829.1379
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,202,Black non-Hispanic Female,N/A,Calendar Year,2006,dollar,773.4683
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,202,Black non-Hispanic Female,N/A,Calendar Year,2014,dollar,815.3386
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,202,Black non-Hispanic Female,N/A,Calendar Year,2017,dollar,918.5167
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,202,Black non-Hispanic Female,N/A,Calendar Year,2016,dollar,895.006
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,202,Black non-Hispanic Female,N/A,Calendar Year,2008,dollar,767.4447
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,202,Black non-Hispanic Female,N/A,Calendar Year,2009,dollar,805.2089
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,202,Black non-Hispanic Female,N/A,Calendar Year,2015,dollar,831.2882
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,203,Black non-Hispanic Male,N/A,Calendar Year,2008,dollar,868.9257
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,203,Black non-Hispanic Male,N/A,Calendar Year,2012,dollar,913.105
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,203,Black non-Hispanic Male,N/A,Calendar Year,2018,dollar,1098.5065
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,203,Black non-Hispanic Male,N/A,Calendar Year,2016,dollar,998.6562
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,203,Black non-Hispanic Male,N/A,Calendar Year,2010,dollar,875.4772
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,203,Black non-Hispanic Male,N/A,Calendar Year,2006,dollar,813.7691
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,203,Black non-Hispanic Male,N/A,Calendar Year,2011,dollar,910.7315
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,203,Black non-Hispanic Male,N/A,Calendar Year,2013,dollar,893.7332
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,203,Black non-Hispanic Male,N/A,Calendar Year,2015,dollar,916.7488
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,203,Black non-Hispanic Male,N/A,Calendar Year,2009,dollar,864.3427
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,203,Black non-Hispanic Male,N/A,Calendar Year,2017,dollar,1007.6915
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,203,Black non-Hispanic Male,N/A,Calendar Year,2007,dollar,835.2991
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,203,Black non-Hispanic Male,N/A,Calendar Year,2014,dollar,918.1568
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,203,Black non-Hispanic Male,N/A,Calendar Year,2005,dollar,849.5417
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,234,"Hispanic, Any Race Female",N/A,Calendar Year,2013,dollar,701.0025
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,234,"Hispanic, Any Race Female",N/A,Calendar Year,2007,dollar,639.3035
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,234,"Hispanic, Any Race Female",N/A,Calendar Year,2016,dollar,734.3883
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,234,"Hispanic, Any Race Female",N/A,Calendar Year,2012,dollar,672.2819
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,234,"Hispanic, Any Race Female",N/A,Calendar Year,2011,dollar,695.648
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,234,"Hispanic, Any Race Female",N/A,Calendar Year,2006,dollar,601.6758
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,234,"Hispanic, Any Race Female",N/A,Calendar Year,2018,dollar,802.7442
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,234,"Hispanic, Any Race Female",N/A,Calendar Year,2008,dollar,634.4043
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,234,"Hispanic, Any Race Female",N/A,Calendar Year,2015,dollar,779.3632
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,234,"Hispanic, Any Race Female",N/A,Calendar Year,2017,dollar,771.1309
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,234,"Hispanic, Any Race Female",N/A,Calendar Year,2005,dollar,598.9227
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,234,"Hispanic, Any Race Female",N/A,Calendar Year,2009,dollar,647.6595
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,234,"Hispanic, Any Race Female",N/A,Calendar Year,2014,dollar,695.5928
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,234,"Hispanic, Any Race Female",N/A,Calendar Year,2010,dollar,679.1084
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,235,"Hispanic, Any Race Male",N/A,Calendar Year,2015,dollar,855.8134
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,235,"Hispanic, Any Race Male",N/A,Calendar Year,2007,dollar,770.0147
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,235,"Hispanic, Any Race Male",N/A,Calendar Year,2010,dollar,748.7849
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,235,"Hispanic, Any Race Male",N/A,Calendar Year,2008,dollar,736.593
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,235,"Hispanic, Any Race Male",N/A,Calendar Year,2014,dollar,806.4167
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,235,"Hispanic, Any Race Male",N/A,Calendar Year,2006,dollar,708.2944
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,235,"Hispanic, Any Race Male",N/A,Calendar Year,2017,dollar,993.8842
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,235,"Hispanic, Any Race Male",N/A,Calendar Year,2016,dollar,865.1195
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,235,"Hispanic, Any Race Male",N/A,Calendar Year,2009,dollar,755.8514
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,235,"Hispanic, Any Race Male",N/A,Calendar Year,2005,dollar,764.2556
1,Average Earnings,5,Economic Security & Mobility,210,NYC  Mayor's Office for Economic Opportunity (NYC Opportunity),27,Race/Ethnicity/Gender,235,"Hispanic, Any Race Male",N/A,Calendar Year,2011,dollar,759.6186
